symbol1	symbol2	score	gene1	gene2
BRCC3	ABRAXAS1	4.92894560083295	79184	84142
FANCL	FAAP24	4.92827901219928	55120	91442
RAD1	RAD17	4.92766703303887	5810	5884
HDAC2	RBBP4	4.92512563858724	3066	5928
MLH1	EXO1	4.91889906184056	4292	9156
PKMYT1	CDK1	4.91794440419071	9088	983
DKC1	WRAP53	4.91665984756803	1736	55135
SGF29	TAF5L	4.91664074178577	112869	27097
PPP6R1	PPP6C	4.91653769154309	22870	5537
MDM2	USP7	4.91492883058492	4193	7874
ERCC8	ERCC6	4.91430789140686	1161	2074
CHEK2	ATR	4.91410155048446	11200	545
RBBP4	MTA2	4.9106088112222	5928	9219
BABAM1	UIMC1	4.90807097303196	29086	51720
BRPF1	KAT6A	4.90772893035339	7862	7994
ATXN3	VCP	4.9049430280565	4287	7415
MSH6	MSH4	4.90449197468878	2956	4438
ERCC2	MNAT1	4.90397653800108	2068	4331
HDAC1	MBD3	4.90150072567365	3065	53615
HDAC8	HDAC10	4.90088300959518	55869	83933
H2BC6	H2BC9	4.89991678794006	8344	8345
CRY1	PER2	4.8996605181551	1407	8864
HUS1	RAD17	4.89655973972303	3364	5884
ATXN3	RAD23A	4.89586172115564	4287	5886
GAR1	NOP10	4.89521726926455	54433	55505
GTF2H3	GTF2H4	4.89513250156113	2967	2968
RPA4	RPA3	4.89492943989849	29935	6119
TAF6L	TAF9	4.8947292663951	10629	6880
SMARCA2	SMARCC2	4.89330498087221	6595	6601
RBBP7	MTA2	4.89245753729553	5931	9219
H2BC6	H2BC10	4.89159760553607	8344	8346
H2BC8	H2BC10	4.89085576554738	8339	8346
HDAC1	HDAC3	4.88810260490675	3065	8841
HDAC2	HDAC3	4.88810260490675	3066	8841
HDAC1	RBBP7	4.8880182934346	3065	5931
SMARCA2	SMARCC1	4.88622505603073	6595	6599
BABAM1	BRCC3	4.88462959560452	29086	79184
RAD9B	RAD9A	4.88415940170511	144715	5883
CETN2	XPC	4.88411306830683	1069	7508
SMARCA2	SMARCB1	4.88256601311623	6595	6598
SUMO3	UBE2I	4.8811063697895	6612	7329
UBA1	UBE2B	4.88062092364388	7317	7320
FANCE	FANCL	4.88042637785848	2178	55120
TAF10	TAF12	4.880404946735	6881	6883
POLK	REV1	4.87896742927286	51426	51455
H2BC9	H2BC10	4.87862510799527	8345	8346
SMC2	NCAPH	4.87748195018411	10592	23397
NBN	RBBP8	4.876761033734	4683	5932
FAN1	PMS2	4.87654737752321	22909	5395
H2BC8	H2BC9	4.87575780018411	8339	8345
ERCC2	GTF2H1	4.87551877391806	2068	2965
MRE11	RBBP8	4.87158597089403	4361	5932
H2BC7	H2BC10	4.87157432654275	8343	8346
PRKDC	DCLRE1C	4.86916780173628	5591	64421
TAF6L	TAF10	4.86806555290962	10629	6881
NCAPH	NCAPD2	4.86555500362793	23397	9918
HDAC2	MTA2	4.86521413543914	3066	9219
MLH1	MSH4	4.86451229346542	4292	4438
H2BC8	H2BC6	4.86215816667997	8339	8344
ARID1B	SMARCA4	4.86064713084332	57492	6597
KDM2A	PHF2	4.85676600179946	22992	5253
HDAC2	SAP30	4.85449210005929	3066	8819
CDK7	GTF2H2	4.85363954412628	1022	2966
SAP30L	SAP30	4.85247425158059	79685	8819
CCNA2	CCNB2	4.85242250289679	890	9133
RBBP4	SAP30	4.85220487377222	5928	8819
POLR2E	POLR2J	4.85204742383576	5434	5439
WEE1	CDK1	4.85079625911613	7465	983
CRY1	PER1	4.8482304473356	1407	5187
ERCC8	DDB1	4.84822037703721	1161	1642
H3C14	H3C15	4.84816930590971	126961	333932
NCOR1	NCOR2	4.84785469723005	9611	9612
NSMCE1	SMC5	4.84747041133376	197370	23137
NSMCE1	NSMCE4A	4.84378750696462	197370	54780
ELP3	ELP2	4.84366434126193	55140	55250
ERCC8	CUL4A	4.84251985559575	1161	8451
GTF2H3	GTF2H5	4.84016232393507	2967	404672
PCNA	POLD2	4.8397365574844	5111	5425
RECQL	BLM	4.83882900799063	5965	641
PRMT5	WDR77	4.83881761068994	10419	79084
SMC5	SMC6	4.83829365324347	23137	79677
FANCG	UBE2T	4.83634967572329	2189	29089
POLE	POLE4	4.83589653421598	5426	56655
SMARCE1	ACTL6A	4.83416707380769	6605	86
POLR2E	POLR2F	4.833335673643	5434	5435
TBL1X	TBL1XR1	4.82625110008363	6907	79718
EME1	SLX4	4.82427879729026	146956	84464
PHF8	PHF2	4.82333010986145	23133	5253
SUMO1	PIAS2	4.8210808137954	7341	9063
H2BC5	H2BC6	4.81890433341352	3017	8344
APEX1	MBD4	4.81773133824198	328	8930
FANCD2	USP1	4.81663927019536	2177	7398
SUMO4	SUMO3	4.815769516719	387082	6612
SUMO4	SUMO1	4.815769516719	387082	7341
CDK2	CDK7	4.81435754088053	1017	1022
CHEK1	CHEK2	4.81397714476988	1111	11200
RUVBL2	RUVBL1	4.8133042631055	10856	8607
CDK7	ERCC2	4.81140042506584	1022	2068
RPA1	ATRIP	4.81100778236711	6117	84126
PDS5B	PDS5A	4.8104986122192	23047	23244
DMC1	RAD51C	4.81017462054134	11144	5889
MTA1	MTA2	4.80943620443728	9112	9219
PHF2	KDM7A	4.80860695383794	5253	80853
H3C8	H3C2	4.80841293359352	8355	8358
H2BC7	H2BC6	4.8083081263064	8343	8344
H3C2	H3C7	4.80583765070561	8358	8968
ELP2	ELP1	4.80380760015509	55250	8518
KDM2A	PHF8	4.80350783161316	22992	23133
CCNB3	CCNB1	4.80297783158713	85417	891
DUT	TYMS	4.8027077689656	1854	7298
H2BC7	H2BC9	4.8025452981668	8343	8345
SUMO1	PIAS1	4.8017090384987	7341	8554
H3C11	H3C12	4.79973915078948	8354	8356
CCNA1	CCND2	4.79964921318755	8900	894
H2BC14	H2BC9	4.79909846211619	8342	8345
H2BC5	H2BC9	4.79631716203901	3017	8345
H2AC1	H2AC11	4.79556297351193	221613	8969
H2AX	H2AC19	4.79556297351193	3014	723790
H2AX	H2AC4	4.79556297351193	3014	8335
H2AZ1	H2AZ2	4.79556297351193	3015	94239
H2AC16	H2AC20	4.79556297351193	8332	8338
H2AJ	H2AC11	4.79556297351193	55766	8969
H2AC7	H2AC17	4.79556297351193	3013	8336
H2AC19	H2AC20	4.79556297351193	723790	8338
H2AC7	H2AC18	4.79556297351193	3013	8337
H2AC16	H2AC18	4.79556297351193	8332	8337
H2AC8	H2AX	4.79556297351193	3012	3014
H2AC14	H2AZ2	4.79556297351193	8331	94239
H2AC13	H2AC6	4.79556297351193	8329	8334
H2AJ	H2AC6	4.79556297351193	55766	8334
H2AJ	H2AC4	4.79556297351193	55766	8335
H2AX	H2AC12	4.79556297351193	3014	85235
H2AC7	H2AW	4.79556297351193	3013	92815
H2AC6	H2AC11	4.79556297351193	8334	8969
H2AC1	H2AZ1	4.79556297351193	221613	3015
H2AC19	H2AC16	4.79556297351193	723790	8332
H2AC1	H2AC21	4.79556297351193	221613	317772
H2AC7	H2AC13	4.79556297351193	3013	8329
H2AJ	H2AC13	4.79556297351193	55766	8329
H2AC1	H2AZ2	4.79556297351193	221613	94239
H2AC18	H2AW	4.79556297351193	8337	92815
H2AC11	H2AW	4.79556297351193	8969	92815
H2AC6	H2AC4	4.79556297351193	8334	8335
H2AX	H2AC6	4.79556297351193	3014	8334
H2AC19	H2AC13	4.79556297351193	723790	8329
H2AC8	H2AC6	4.79556297351193	3012	8334
H2AJ	H2AC15	4.79556297351193	55766	8330
H2AC20	H2AC11	4.79556297351193	8338	8969
H2AC20	H2AW	4.79556297351193	8338	92815
H2AC6	H2AC12	4.79556297351193	8334	85235
H2AC17	H2AW	4.79556297351193	8336	92815
H2AC21	H2AJ	4.79556297351193	317772	55766
H2AC14	H2AC6	4.79556297351193	8331	8334
H2AC15	H2AC12	4.79556297351193	8330	85235
H2AJ	H2AC14	4.79556297351193	55766	8331
H2AJ	H2AW	4.79556297351193	55766	92815
H2AC18	H2AC20	4.79556297351193	8337	8338
H2AC1	H2AC16	4.79556297351193	221613	8332
H2AC20	H2AC12	4.79556297351193	8338	85235
H2AC1	H2AC14	4.79556297351193	221613	8331
H2AX	H2AC16	4.79556297351193	3014	8332
H2AC15	H2AC20	4.79556297351193	8330	8338
H2AC13	H2AZ2	4.79556297351193	8329	94239
H2AC18	H2AC11	4.79556297351193	8337	8969
H2AC1	H2AC7	4.79556297351193	221613	3013
H2AC7	H2AZ2	4.79556297351193	3013	94239
H2AC1	H2AC17	4.79556297351193	221613	8336
H2AC1	H2AC20	4.79556297351193	221613	8338
H2AC19	H2AC15	4.79556297351193	723790	8330
H2AC21	H2AC16	4.79556297351193	317772	8332
H2AX	H2AZ2	4.79556297351193	3014	94239
H2AC21	H2AW	4.79556297351193	317772	92815
H2AC13	H2AC18	4.79556297351193	8329	8337
H2AC7	H2AX	4.79556297351193	3013	3014
H2AC7	H2AC16	4.79556297351193	3013	8332
H2AC19	H2AC6	4.79556297351193	723790	8334
H2AZ1	H2AC18	4.79556297351193	3015	8337
H2AC21	H2AC18	4.79556297351193	317772	8337
H2AC17	H2AC20	4.79556297351193	8336	8338
H2AC1	H2AC8	4.79556297351193	221613	3012
H2AC1	H2AC15	4.79556297351193	221613	8330
H2AC19	H2AC11	4.79556297351193	723790	8969
H2AC7	H2AC14	4.79556297351193	3013	8331
H2AC8	H2AC17	4.79556297351193	3012	8336
H2AZ1	H2AJ	4.79556297351193	3015	55766
H2AC6	H2AC18	4.79556297351193	8334	8337
H2AC21	H2AC15	4.79556297351193	317772	8330
H2AC6	H2AZ2	4.79556297351193	8334	94239
H2AJ	H2AZ2	4.79556297351193	55766	94239
H2AC21	H2AC11	4.79556297351193	317772	8969
H2AJ	H2AC16	4.79556297351193	55766	8332
H2AC6	H2AW	4.79556297351193	8334	92815
H2AJ	H2AC18	4.79556297351193	55766	8337
H2AC15	H2AC18	4.79556297351193	8330	8337
H2AC7	H2AC12	4.79556297351193	3013	85235
H2AC21	H2AC13	4.79556297351193	317772	8329
H2AC1	H2AW	4.79556297351193	221613	92815
H2AZ1	H2AC13	4.79556297351193	3015	8329
H2AX	H2AC17	4.79556297351193	3014	8336
H2AX	H2AJ	4.79556297351193	3014	55766
H2AC1	H2AC18	4.79556297351193	221613	8337
H2AC7	H2AC11	4.79556297351193	3013	8969
H2AX	H2AC15	4.79556297351193	3014	8330
H2AX	H2AW	4.79556297351193	3014	92815
H2AC15	H2AC17	4.79556297351193	8330	8336
H2AC15	H2AW	4.79556297351193	8330	92815
H2AC18	H2AC12	4.79556297351193	8337	85235
H2AC19	H2AC17	4.79556297351193	723790	8336
H2AC16	H2AZ2	4.79556297351193	8332	94239
H2AJ	H2AC12	4.79556297351193	55766	85235
H2AC14	H2AC20	4.79556297351193	8331	8338
H2AC14	H2AW	4.79556297351193	8331	92815
H2AC15	H2AC16	4.79556297351193	8330	8332
H2AC19	H2AC12	4.79556297351193	723790	85235
H2AC1	H2AC19	4.79556297351193	221613	723790
H2AC4	H2AZ2	4.79556297351193	8335	94239
H2AC15	H2AZ2	4.79556297351193	8330	94239
H2AX	H2AC14	4.79556297351193	3014	8331
H2AC13	H2AC20	4.79556297351193	8329	8338
H2AC8	H2AC20	4.79556297351193	3012	8338
H2AC6	H2AC20	4.79556297351193	8334	8338
H2AC7	H2AC15	4.79556297351193	3013	8330
H2AC15	H2AC6	4.79556297351193	8330	8334
H2AC21	H2AC14	4.79556297351193	317772	8331
H2AC1	H2AC6	4.79556297351193	221613	8334
H2AZ1	H2AW	4.79556297351193	3015	92815
H2AC12	H2AW	4.79556297351193	85235	92815
H2AC6	H2AC17	4.79556297351193	8334	8336
H2AC13	H2AC15	4.79556297351193	8329	8330
H2AC4	H2AC18	4.79556297351193	8335	8337
H2AC17	H2AZ2	4.79556297351193	8336	94239
H2AC21	H2AC6	4.79556297351193	317772	8334
H2AX	H2AC18	4.79556297351193	3014	8337
H2AC19	H2AZ2	4.79556297351193	723790	94239
H2AZ1	H2AC6	4.79556297351193	3015	8334
H2AC15	H2AC11	4.79556297351193	8330	8969
H2AC7	H2AC19	4.79556297351193	3013	723790
H2AJ	H2AC19	4.79556297351193	55766	723790
H2AC19	H2AC14	4.79556297351193	723790	8331
H2AZ1	H2AC16	4.79556297351193	3015	8332
H2AC8	H2AZ2	4.79556297351193	3012	94239
H2AC16	H2AC6	4.79556297351193	8332	8334
H2AC4	H2AC17	4.79556297351193	8335	8336
H2AC8	H2AW	4.79556297351193	3012	92815
H2AC7	H2AC20	4.79556297351193	3013	8338
H2AC1	H2AX	4.79556297351193	221613	3014
H2AJ	H2AC20	4.79556297351193	55766	8338
H2AC18	H2AZ2	4.79556297351193	8337	94239
H2AC7	H2AZ1	4.79556297351193	3013	3015
H2AZ1	H2AC14	4.79556297351193	3015	8331
H2AC8	H2AC18	4.79556297351193	3012	8337
H2AZ1	H2AC21	4.79556297351193	3015	317772
H2AC1	H2AC12	4.79556297351193	221613	85235
H2AC20	H2AZ2	4.79556297351193	8338	94239
H2AC7	H2AJ	4.79556297351193	3013	55766
H2AC16	H2AW	4.79556297351193	8332	92815
H2AC13	H2AW	4.79556297351193	8329	92815
H2AC1	H2AJ	4.79556297351193	221613	55766
H2AC11	H2AZ2	4.79556297351193	8969	94239
H2AZ1	H2AC19	4.79556297351193	3015	723790
H2AC12	H2AZ2	4.79556297351193	85235	94239
H2AC1	H2AC13	4.79556297351193	221613	8329
H2AZ1	H2AC12	4.79556297351193	3015	85235
H2AX	H2AZ1	4.79556297351193	3014	3015
H2AW	H2AZ2	4.79556297351193	92815	94239
H2AC21	H2AZ2	4.79556297351193	317772	94239
H2AJ	H2AC17	4.79556297351193	55766	8336
H2AX	H2AC13	4.79556297351193	3014	8329
H2AC1	H2AC4	4.79556297351193	221613	8335
H2AC8	H2AC19	4.79556297351193	3012	723790
H2AC7	H2AC6	4.79556297351193	3013	8334
H2AC19	H2AW	4.79556297351193	723790	92815
H2AC14	H2AC18	4.79556297351193	8331	8337
H2AC8	H2AJ	4.79556297351193	3012	55766
H2AZ1	H2AC15	4.79556297351193	3015	8330
H2AC17	H2AC18	4.79556297351193	8336	8337
H2AC7	H2AC21	4.79556297351193	3013	317772
H2AC21	H2AC12	4.79556297351193	317772	85235
H2BC18	H2BC21	4.79387930806388	440689	8349
KDM6A	KMT2D	4.79112935549429	7403	8085
FANCG	FANCI	4.79036071532002	2189	55215
CDK7	GTF2H3	4.79011724657092	1022	2967
H3C4	H3C10	4.78990055205861	8351	8357
APEX1	UNG	4.78911705554128	328	7374
ANKRD28	PPP6C	4.78904731896921	23243	5537
KDM2A	KDM7A	4.78819723364145	22992	80853
RPA2	BLM	4.78807262943406	6118	641
SFN	YWHAZ	4.78740393886738	2810	7534
LIG4	DCLRE1C	4.78664634903424	3981	64421
H2BC5	H2BC4	4.78606166386386	3017	8347
MSL3	MSL1	4.78604370834745	10943	339287
COPS3	COPS2	4.78463978048402	8533	9318
CRY2	PER2	4.78420252138233	1408	8864
ATR	ATRIP	4.78165388195166	545	84126
CDKN1A	RB1	4.7816172715783	1026	5925
CCNB3	CCNB2	4.78131309720769	85417	9133
OGG1	XRCC1	4.78058667929766	4968	7515
GTF2H1	CCNH	4.78050246744586	2965	902
FANCD2	BRCA2	4.77921768692421	2177	675
H2BC13	H2BC14	4.77872435226069	8340	8342
TAF9	TAF10	4.77859908949334	6880	6881
ERCC5	GTF2H1	4.77803254059792	2073	2965
H2BC7	H2BC4	4.77775864913685	8343	8347
ASCC1	ASCC2	4.77357965336764	51008	84164
SGF29	SUPT7L	4.77316204587879	112869	9913
HRAS	SOS1	4.77135459843521	3265	6654
PCNA	RFC4	4.77024776346584	5111	5984
SMC4	NCAPH	4.770149633242	10051	23397
SGF29	KAT2A	4.76958783421141	112869	2648
H3C8	H3C7	4.76944071193824	8355	8968
FANCI	FAAP100	4.76683715842102	55215	80233
BRCA2	XRCC3	4.76659082944787	675	7517
RAD52	RPA2	4.76633166761764	5893	6118
H2BC5	H2BC8	4.76123572656641	3017	8339
MBD3	MTA2	4.75795081659041	53615	9219
ATM	ATR	4.75793947074156	472	545
KDM4B	KDM4A	4.75780780353527	23030	9682
PMS2	BRIP1	4.75756708033202	5395	83990
ASCC3	ASCC1	4.75740937486115	10973	51008
KDM4C	KDM4A	4.75647277477635	23081	9682
H3C3	H3C11	4.75561376883569	8352	8354
RPA4	POLE2	4.75523025306153	29935	5427
CDKN2A	TP53	4.75474782496948	1029	7157
ERCC5	ERCC6	4.75386132427755	2073	2074
POLE2	POLE4	4.75370164647972	5427	56655
CCNA1	CDK1	4.75356606292125	8900	983
H2BC6	H2BC12	4.75341527748943	8344	85236
ASCC3	ALKBH3	4.75283584247481	10973	221120
LIG1	PCNA	4.75266846649535	3978	5111
SMARCA2	SMARCE1	4.75241917149165	6595	6605
MTA3	MTA1	4.75187290547302	57504	9112
COPS8	COPS3	4.75065922204548	10920	8533
FANCD2	UBE2T	4.74863680720343	2177	29089
FEN1	POLD4	4.74806918196	2237	57804
USP22	SUPT20H	4.74682442758468	23326	55578
CDK7	GTF2H5	4.74525595457492	1022	404672
RFC5	RPA3	4.74501225405852	5985	6119
SMARCA2	ARID1A	4.7438235597177	6595	8289
MSH2	MSH5	4.74356265450983	4436	4439
H2BC13	H2BC17	4.74297228757159	8340	8348
APEX1	TDG	4.74234790168215	328	6996
RECQL	WRN	4.74190348193143	5965	7486
H2BC14	H2BC10	4.74165075834949	8342	8346
XRCC2	XRCC3	4.73970115981405	7516	7517
H2BC6	H2BC4	4.73968697192978	8344	8347
H3C11	H3C7	4.73945934272779	8354	8968
MLH3	MSH4	4.73919795564911	27030	4438
H2BC9	H2BC12	4.73863542179723	8345	85236
H2BC13	H2BC10	4.73819706875339	8340	8346
TAF6L	SGF29	4.73807527245885	10629	112869
CARM1	EP300	4.73786114036974	10498	2033
H2BC5	H2BC12	4.73754837151225	3017	85236
MTA3	MTA2	4.73677082851593	57504	9219
H2BC5	H2BC7	4.73660615669145	3017	8343
FANCB	FANCI	4.73614243126471	2187	55215
MSH2	MSH4	4.7358781258617	4436	4438
FEN1	APEX1	4.73515664251095	2237	328
BARD1	BRIP1	4.734016643012	580	83990
PNKP	LIG3	4.73385148500258	11284	3980
H3C4	H3C7	4.73341996898407	8351	8968
H3C10	H3C2	4.73266890242238	8357	8358
H3C15	H3C8	4.73204726410997	333932	8355
H3C14	H3C8	4.73204726410997	126961	8355
H3C10	H3C7	4.73203627806217	8357	8968
H3C8	H3C10	4.73195321231438	8355	8357
H2BC5	H2BC10	4.73169456962437	3017	8346
H3C15	H3C2	4.73136927618994	333932	8358
H3C14	H3C2	4.73136927618994	126961	8358
H2BC6	H2BC17	4.73130804156242	8344	8348
RPA4	POLE	4.73099067892226	29935	5426
MSH6	PCNA	4.73080611408805	2956	5111
POLR2E	POLR2L	4.73076277002395	5434	5441
H3C15	H3C10	4.72955188379773	333932	8357
H3C14	H3C10	4.72955188379773	126961	8357
FEN1	POLD2	4.72922036308461	2237	5425
POLD3	FEN1	4.7283883512822	10714	2237
H3C4	H3C2	4.72769311024105	8351	8358
POLR2E	POLR2G	4.7275841739123	5434	5436
KAT5	TRRAP	4.72712554374278	10524	8295
H2BC13	H2BC9	4.72615297170523	8340	8345
RAD51	RPA1	4.72500913779227	5888	6117
SMC2	NCAPD2	4.72490628933369	10592	9918
XRCC6	XRCC4	4.72484850310096	2547	7518
H3C14	H3C7	4.72468462842913	126961	8968
H3C15	H3C7	4.72468462842913	333932	8968
H2BC9	H2BC17	4.72376892158333	8345	8348
FANCF	FAAP24	4.72316266067455	2188	91442
POLE3	POLE2	4.72268262306821	54107	5427
ABL1	CBL	4.72183352978475	25	867
FANCA	FANCI	4.72116046607399	2175	55215
H2BC10	H2BC11	4.71975870979522	8346	8970
H2BC6	H2BC11	4.71911556390686	8344	8970
FEN1	POLD1	4.71862823172826	2237	5424
RPA3	BLM	4.7163155704852	6119	641
CRY2	PER1	4.71548677861553	1408	5187
NSMCE4A	SMC6	4.7143373132218	54780	79677
ATM	TP53BP1	4.71393246299036	472	7158
H2BC7	H2BC12	4.71302813842451	8343	85236
H2BC13	H2BC6	4.71206332559477	8340	8344
H2BC13	H2BC7	4.71120587362736	8340	8343
FANCD2	FANCB	4.71053534358247	2177	2187
FANCM	RMI1	4.70920117966366	57697	80010
H2BC7	H2BC17	4.70892635193488	8343	8348
H2AX	MDC1	4.70705268074231	3014	9656
RAD54B	RAD54L	4.70693365412469	25788	8438
ARID1B	SMARCC1	4.70655101322166	57492	6599
H2BC21	H2BC12	4.70589674044528	8349	85236
FANCE	FAAP24	4.70579577267079	2178	91442
H3C4	H3C8	4.70391302300469	8351	8355
H3C3	H3C2	4.7025896036488	8352	8358
RAD51D	XRCC3	4.70235329856324	5892	7517
H2BC15	H2BC6	4.70201920708068	8341	8344
SMARCA4	SMARCD3	4.70193359622565	6597	6604
H2BU1	H2BC13	4.70193033438163	128312	8340
H2BC15	H2BC10	4.69994449439742	8341	8346
FANCA	UBE2T	4.69989462752929	2175	29089
H3C14	H3C12	4.69888860586011	126961	8356
H3C15	H3C12	4.69888860586011	333932	8356
H2BC3	H2BC9	4.69846696431247	3018	8345
H2BC10	H2BC17	4.69579459941815	8346	8348
KAT5	EPC1	4.69556634527493	10524	80314
DPY30	ASH2L	4.69489502216667	84661	9070
GTF2H1	GTF2H4	4.69372987404326	2965	2968
H2BC1	H2BC13	4.69365347236425	255626	8340
PCNA	RFC2	4.69327216156091	5111	5982
PCNA	SPRTN	4.69298819192141	5111	83932
H3C12	H3C10	4.69123236790584	8356	8357
CHD4	MTA2	4.69098871654956	1108	9219
H3C8	H3C12	4.6889032753772	8355	8356
H2BC1	H2BC11	4.68820042813982	255626	8970
H3C4	H3C3	4.6881419662521	8351	8352
CCNB1	PKMYT1	4.68695476300465	891	9088
ATR	BRCA1	4.68516626536006	545	672
CCND1	CCNA1	4.68468575225617	595	8900
CCNA1	CCND3	4.68462235251832	8900	896
H2BC3	H2BC17	4.68404530051879	3018	8348
H2BC14	H2BC21	4.68327920074444	8342	8349
H2BC8	H2BC11	4.68219583120676	8339	8970
H2BC4	H2BC12	4.68169140968215	8347	85236
H2BC3	H2BC12	4.68125023689863	3018	85236
RAD51	XRCC2	4.68091595646728	5888	7516
H2BC3	H2BC11	4.68024119179585	3018	8970
H2BC6	H2BC21	4.67996098371976	8344	8349
H2BC5	H2BC3	4.67789795769897	3017	3018
H2BC1	H2BC21	4.67779791255404	255626	8349
H2BC3	H2BC10	4.67737712740246	3018	8346
H2BC3	H2BC8	4.67611097867746	3018	8339
CENPX	FANCA	4.67576209275078	201254	2175
H2BC5	H2BC21	4.67542505244158	3017	8349
H2BC13	H2BC11	4.67448173352755	8340	8970
SFN	YWHAG	4.6741537771114	2810	7532
CDK2	CCNB1	4.67388439172369	1017	891
RAD52	RPA1	4.6721538821666	5893	6117
CHD4	HDAC2	4.67190880918598	1108	3066
CDKN2A	CCND1	4.67149112277793	1029	595
FAAP20	FANCB	4.67135556918831	199990	2187
H3C6	H3C2	4.67063125493957	8353	8358
H2BC4	H2BC21	4.66678328822569	8347	8349
HDAC3	NCOR1	4.66669241967525	8841	9611
USP22	ATXN7L3	4.66591244199288	23326	56970
FANCA	TOP3A	4.66579896688638	2175	7156
CDK7	GTF2H4	4.66410715388299	1022	2968
H3C1	H3C7	4.66366825571075	8350	8968
FANCM	BLM	4.66324157330872	57697	641
ERCC2	GTF2H3	4.66139673571146	2068	2967
CHEK2	BRCA1	4.66019793164396	11200	672
H2BC9	H2BC4	4.66004766315311	8345	8347
H2BC3	H2BC6	4.65915958052849	3018	8344
H2BC14	H2BC17	4.65867837631954	8342	8348
USP22	ATXN7	4.65841383335336	23326	6314
PPP6R1	PPP6R2	4.65754738538899	22870	9701
TAF6L	SUPT7L	4.65712965047114	10629	9913
H2BC8	H2BC15	4.65698083641517	8339	8341
FANCD2	FAAP100	4.65672152720251	2177	80233
H2BC3	H2BC14	4.65648047061591	3018	8342
CDK1	CDC25C	4.65577982052577	983	995
DCLRE1C	XRCC5	4.65400582587296	64421	7520
CETN2	RAD23B	4.65250990363024	1069	5887
RBBP4	EED	4.65157255924679	5928	8726
ERCC2	GTF2H5	4.6512159545023	2068	404672
H3C12	H3C2	4.65105881993697	8356	8358
COPS8	COPS7A	4.65053568608276	10920	50813
RFC5	RPA1	4.64830639205101	5985	6117
CUL4B	RBX1	4.64822769414882	8450	9978
NSMCE1	EID3	4.64821461594464	197370	493861
H3C14	H3C4	4.64751760143766	126961	8351
H3C15	H3C4	4.64751760143766	333932	8351
H2BC10	H2BC21	4.64691325792771	8346	8349
H3C3	H3C7	4.64584752766739	8352	8968
SGF29	USP22	4.64575450070849	112869	23326
KDM1A	RCOR1	4.64532110085362	23028	23186
H2BC9	H2BC21	4.6444381638692	8345	8349
H3C3	H3C10	4.64358259773794	8352	8357
CDK2	CDK1	4.64235037723359	1017	983
VHL	RBX1	4.64224777747248	7428	9978
USP22	KAT2A	4.64108254575723	23326	2648
MBD3	MTA3	4.64033248095401	53615	57504
TAF5L	TAF10	4.63983910535318	27097	6881
INO80E	NFRKB	4.63978919253196	283899	4798
H2BC15	H2BC7	4.6396399614284	8341	8343
ACTR5	INO80B	4.63865105407187	79913	83444
CDK7	ERCC5	4.6378396578401	1022	2073
EME2	FAAP24	4.6369051923296	197342	91442
SMARCA2	SMARCD1	4.63319873429749	6595	6602
FANCF	FANCI	4.63289472222078	2188	55215
PCNA	POLD4	4.63142962468166	5111	57804
H2BC5	H2BC11	4.63121586175241	3017	8970
H2BC8	H2BC4	4.62643973111297	8339	8347
MORF4L1	MRGBP	4.62570770299823	10933	55257
PPP6R3	PPP6R2	4.62479341665922	55291	9701
UBE2T	FAAP24	4.62363027492012	29089	91442
GAR1	NHP2	4.62319126258896	54433	55651
INO80C	ACTR5	4.62198852347479	125476	79913
SMC2	NCAPG2	4.61993878055172	10592	54892
SUZ12	RBBP7	4.61861685650799	23512	5931
ATM	BRCA1	4.61779756301917	472	672
ARID2	PBRM1	4.6174460590865	196528	55193
HDAC2	HDAC10	4.6162443392394	3066	83933
KDM1A	HDAC2	4.61551193827177	23028	3066
EZH2	RBBP4	4.61504195622859	2146	5928
H2BC3	H2BC4	4.61472608696014	3018	8347
JADE2	ING5	4.61447899624609	23338	84289
H2BC15	H2BC9	4.61361090654296	8341	8345
SMARCA4	SMARCD2	4.61061954321832	6597	6603
RAD23A	XPC	4.61000747090359	5886	7508
SUZ12	RBBP4	4.60880293119076	23512	5928
FAAP20	FANCF	4.60814692258792	199990	2188
FANCI	USP1	4.60744067508505	55215	7398
RMI2	TOP3A	4.60730119258529	116028	7156
MBD3	RBBP4	4.60634474143031	53615	5928
BRD8	MRGBP	4.60540023109573	10902	55257
FANCG	POLN	4.60525815615101	2189	353497
POT1	TINF2	4.60453168830803	25913	26277
UBE2T	UBA1	4.60418789238431	29089	7317
ELP5	ELP1	4.60348686980806	23587	8518
H2BC15	H2BC14	4.60340747479552	8341	8342
FH	SDHB	4.60051849776984	2271	6390
RFC2	RPA3	4.60038153371078	5982	6119
RAD50	RBBP8	4.59938665278565	10111	5932
H2BC14	H2BC11	4.59848679350073	8342	8970
COPS4	COPS2	4.59763086583178	51138	9318
H2BC5	H2BC15	4.59549454567913	3017	8341
COPS8	GPS1	4.5952013101219	10920	2873
BARD1	RBBP8	4.5948871772052	580	5932
RFC1	RPA3	4.59251451697437	5981	6119
FANCE	UBE2T	4.59162257789853	2178	29089
CHEK1	WEE1	4.59040658800829	1111	7465
POLR2D	POLR2J	4.5894404397907	5433	5439
SMARCB1	SMARCD3	4.5877128464455	6598	6604
ELP4	ELP1	4.58729232815714	26610	8518
FANCC	UBE2T	4.58725834509511	2176	29089
GTF2H1	GTF2H5	4.58711643850909	2965	404672
